"","client","sub","total","year","catcode"
"385","Air Products & Chemicals Inc","Air Products Healthcare",40000,"2004","H4100"
"386","Air Products & Chemicals Inc","Air Products Healthcare",130259,"2007","H4100"
"387","AmerisourceBergen Corp","AmerisourceBergen Specialty Group",2e+05,"2005","H4400"
"388","Johnson & Johnson","Independence Technology Inc",80000,"2001","H4100"
"389","Johnson & Johnson","Johnson & Johnson",4070000,"2016","H4000"
"390","Johnson & Johnson","McNeil Consumer Healthcare",60000,"2013","H4100"
"391","Amgen Inc","Amgen Inc",3440000,"1999","H4300"
"392","Amgen Inc","Amgen Inc",16260000,"2007","H4300"
"393","Amgen Inc","Immunex Corp",180000,"2002","H4300"
"394","Boston Scientific Corp","Boston Scientific Corp",1960000,"2007","H4100"
"395","Boston Scientific Corp","Boston Scientific Corp",240000,"2002","H4100"
"396","Boston Scientific Corp","Boston Scientific Corp",440000,"2003","H4100"
"397","Boston Scientific Corp","Boston Scientific Corp",1740489,"2014","H4100"
"398","Express Scripts","Express Scripts",2160000,"2015","H4400"
"399","Medline Industries","Medline Industries",0,"2000","H4100"
"400","Boston Scientific Corp","Boston Scientific Corp",160000,"1999","H4100"
"401","Cardinal Health","Ball Memorial Hospital",112000,"2008","H4400"
"402","Cardinal Health","Cardinal Health",2440000,"2004","H4400"
"403","Cardinal Health","Cardinal Health",1580400,"2007","H4400"
"404","Cardinal Health","Cardinal Health",1295000,"2010","H4400"
"405","Cardinal Health","Cardinal Health",9e+05,"2016","H4400"
"406","Caremark Rx","Caremark Rx",110000,"1998","H4400"
"407","Abbott Laboratories","Abbott Laboratories",1877000,"1998","H4300"
"408","Abbott Laboratories","Abbott Laboratories",4640000,"2008","H4300"
"409","Johnson & Johnson","Centocor Inc",180000,"2000","H4300"
"410","Johnson & Johnson","Independence Technology Inc",120000,"2002","H4100"
"411","Johnson & Johnson","Johnson & Johnson",2780000,"2000","H4000"
"412","Johnson & Johnson","LifeScan Inc",160000,"2007","H4100"
"413","Johnson & Johnson","McNeil Consumer Healthcare",175000,"2009","H4100"
"414","Tyco International","US Surgical Corp",616000,"1998","H4100"
"415","Invacare Corp","Invacare Corp",80000,"2000","H4100"
"416","Invacare Corp","Invacare Corp",20000,"1999","H4100"
"417","Convatec","Convatec",160000,"2014","H4400"
"418","Convatec","Convatec",160000,"2015","H4400"
"419","Centocor Inc","Centocor Inc",140000,"1998","H4300"
"420","Boston Scientific Corp","Boston Scientific Corp",190000,"2001","H4100"
"421","Boston Scientific Corp","Boston Scientific Corp",1600000,"2011","H4100"
"422","Boston Scientific Corp","Boston Scientific Corp",1250000,"2016","H4100"
"423","Caremark RX","Caremark Rx",291781,"2003","H4400"
"424","Invacare Corp","Invacare Corp",1161250,"2009","H4100"
"425","Convatec","Convatec",120000,"2016","H4400"
"426","Zeneca Inc","Zeneca Inc",820000,"1999","H4300"
"427","Invacare Corp","Invacare Corp",1052000,"2011","H4100"
"428","Convatec","Convatec",130000,"2013","H4400"
"429","AdvaMed","AdvaMed",5500000,"2002","H4100"
"430","AdvaMed","AdvaMed",1465933,"2012","H4100"
"431","Health Industry Manufacturers Assn","Health Industry Manufacturers Assn",2470000,"1998","H4100"
"432","Boston Scientific Corp","Boston Scientific Corp",1900000,"2010","H4100"
"433","AdvaMed","AdvaMed",4302974,"2005","H4100"
"434","Air Products & Chemicals Inc","Air Products Healthcare",80000,"2005","H4100"
"435","Medtronic Inc","Medtronic Inc",160000,"1999","H4100"
"436","Baxter International","Baxter Healthcare",1190000,"2016","H4100"
"437","Tyco International","Tyco Healthcare",60000,"2005","H4000"
"438","Ivax Corp","Ivax Corp",480000,"2004","H4300"
"439","AdvaMed","AdvaMed",1640271,"2009","H4100"
"440","AmerisourceBergen Corp","AmerisourceBergen Corp",840000,"2006","H4400"
"441","Boston Scientific Corp","Boston Scientific Corp",20000,"1998","H4100"
"442","Boston Scientific Corp","Guidant Corp",140000,"2006","H4100"
"443","Boston Scientific Corp","Guidant Corp",0,"2007","H4100"
"444","Cardinal Health","Cardinal Health",780000,"2001","H4400"
"445","Cardinal Health","Cardinal Health",930000,"2008","H4400"
"446","Caremark Rx","Caremark Rx",805189,"2006","H4400"
"447","Bayer Corp","Bayer Corp",2992969,"2006","H4300"
"448","Baxter International","Baxter Healthcare",960000,"1998","H4100"
"449","AdvaMed","AdvaMed",4580000,"2001","H4100"
"450","AmerisourceBergen Corp","AmerisourceBergen Corp",510000,"2005","H4400"
"451","AmerisourceBergen Corp","AmerisourceBergen Corp",1700000,"2014","H4400"
"452","AmerisourceBergen Corp","AmerisourceBergen Corp",1840000,"2015","H4400"
"453","Cardinal Health","Cardinal Health",1435000,"2011","H4400"
"454","McKesson Corp","McKesson Corp",2e+05,"2002","H4400"
"455","McKesson Corp","McKesson Corp",2028977,"2012","H4400"
"456","Medline Industries","Medline Industries",0,"2001","H4100"
"457","Novartis AG","Novartis Corp",6145670,"2009","H4300"
"458","Novartis AG","Novartis Pharmaceuticals",70000,"2012","H4300"
"459","Novartis AG","Sandoz",20000,"2004","H4300"
"460","Pride Mobility Products","Pride Mobility Products",40000,"2004","H4100"
"461","Pride Mobility Products","Pride Mobility Products",190000,"2007","H4100"
"462","Pride Mobility Products","Pride Mobility Products",290000,"2011","H4100"
"463","Medtronic Inc","Medtronic Inc",1480000,"2005","H4100"
"464","Novartis AG","Novartis Pharmaceuticals",80000,"2010","H4300"
"465","Novartis AG","Novartis Pharmaceuticals",80000,"2011","H4300"
"466","Medtronic Inc","Medtronic Inc",620000,"2002","H4100"
"467","Medtronic Inc","Medtronic Inc",640000,"2003","H4100"
"468","Medtronic Inc","Medtronic Inc",4900000,"2012","H4100"
"469","Medtronic Inc","Medtronic Inc",5020000,"2013","H4100"
"470","Novartis AG","Novartis Corp",3218110,"2002","H4300"
"471","Novartis AG","Novartis Corp",6870000,"2013","H4300"
"472","Novartis AG","Novartis Vaccines & Diagnostics",232500,"2015","H4300"
"473","Novartis AG","Sandoz",0,"2007","H4300"
"474","Pride Mobility Products","Pride Mobility Products",120000,"2005","H4100"
"475","Purdue Pharma","Purdue Pharma",180000,"2004","H4300"
"476","Purdue Pharma","Purdue Pharma",290000,"2007","H4300"
"477","Purdue Pharma","Purdue Pharma",880000,"2010","H4300"
"478","Purdue Pharma","Purdue Pharma",470000,"2011","H4300"
"479","Mallinckrodt Inc","Mallinckrodt Inc",370000,"2013","H4300"
"480","PharMerica Corp","PharMerica Corp",55000,"2008","H4300"
"481","McKesson Corp","McKesson Corp",7e+05,"2005","H4400"
"482","Novartis AG","Novartis Corp",3598240,"2004","H4300"
"483","Novartis AG","Novartis Corp",4206285,"2006","H4300"
"484","Novartis AG","Novartis Pharmaceuticals",10000,"1998","H4300"
"485","Novartis AG","Novartis Pharmaceuticals",20000,"2004","H4300"
"486","Novartis AG","Novartis Vaccines & Diagnostics",179590,"2016","H4300"
"487","Pride Mobility Products","Pride Mobility Products",130000,"2016","H4100"
"488","Roche Group","Hoffmann-La Roche",1914000,"1999","H4300"
"489","Pharmaceutical Research & Manufacturers of America","Partnership to Fight Chronic Disease",190000,"2012","H4300"
"490","Medtronic Inc","Medtronic Inc",8e+05,"2004","H4100"
"491","Medtronic Inc","Medtronic Inc",1700000,"2007","H4100"
"492","Medtronic Inc","Medtronic Inc",4069018,"2010","H4100"
"493","Medtronic Inc","Medtronic Inc",2860000,"2016","H4100"
"494","Medtronic Inc","Medtronic-Minimed",0,"2002","H4100"
"495","Roche Group","Hoffmann-La Roche",3136542,"2004","H4300"
"496","Bayer CropScience","Bayer CropScience",460000,"1998","H4300"
"497","AmerisourceBergen Corp","AmerisourceBergen Specialty Group",250000,"2008","H4400"
"498","Cardinal Health","Ball Memorial Hospital",10000,"2010","H4400"
"499","Caremark Rx","Caremark Rx",116387,"2002","H4400"
"500","Caremark RX","Caremark Rx",832901,"2005","H4400"
"501","Pharmaceutical Research & Manufacturers of America","Pharmaceutical Research & Manufacturers of America",20220000,"2008","H4300"
"502","Pharmaceutical Research & Manufacturers of America","Pharmaceutical Research & Manufacturers of America",16510000,"2014","H4300"
"503","Pharmaceutical Research & Manufacturers of America","We Work for Health",655000,"2010","H4300"
"504","McKesson Corp","McKesson Corp",5e+05,"2004","H4400"
"505","McKesson Corp","McKesson Corp",620000,"2006","H4400"
"506","Novartis AG","Alcon Laboratories",630000,"2009","H4000"
"507","Medtronic Inc","Medtronic Inc",4e+05,"2000","H4100"
"508","Novartis AG","Novartis Corp",3768948,"2005","H4300"
"509","Novartis AG","Novartis Pharmaceuticals",50000,"2009","H4300"
"510","Novartis AG","Sandoz",40000,"2006","H4300"
"511","Novartis AG","Sandoz",0,"2009","H4300"
"512","Air Products & Chemicals Inc","Air Products Healthcare",30000,"2008","H4100"
"513","AmerisourceBergen Corp","AmerisourceBergen Specialty Group",260000,"2006","H4400"
"514","Cardinal Health","Ball Memorial Hospital",0,"2002","H4400"
"515","Cardinal Health","Cardinal Health",1720000,"2005","H4400"
"516","Novartis AG","Novartis Pharmaceuticals",80000,"2015","H4300"
"517","Pride Mobility Products","Pride Mobility Products",220000,"2009","H4100"
"518","Purdue Pharma","Purdue Pharma",1100000,"2003","H4300"
"519","PharMerica Corp","PharMerica Corp",10000,"2009","H4300"
"520","Thermo Fisher Scientific","Thermo Electron",40000,"1998","H4100"
"521","Purdue Pharma","Purdue Pharma",130000,"2006","H4300"
"522","Purdue Pharma","Purdue Pharma",775000,"2009","H4300"
"523","Guidant Corp","Guidant Corp",440000,"2004","H4100"
"524","AdvaMed","AdvaMed",2410823,"2008","H4100"
"525","Air Products & Chemicals Inc","Air Products Healthcare",120000,"2006","H4100"
"526","Boston Scientific Corp","Boston Scientific Corp",1890000,"2009","H4100"
"527","Boston Scientific Corp","Boston Scientific Corp",1480000,"2013","H4100"
"528","Cardinal Health","Cardinal Health",935000,"2009","H4400"
"529","McKesson Corp","McKesson Corp",955000,"2016","H4400"
"530","Medline Industries","Medline Industries",1e+05,"2012","H4100"
"531","Novartis AG","Novartis Pharmaceuticals",40000,"2003","H4300"
"532","Novartis AG","Novartis Pharmaceuticals",80000,"2014","H4300"
"533","Medtronic Inc","Medtronic-Minimed",60000,"2001","H4100"
"534","Purdue Pharma","Purdue Pharma",810000,"2014","H4300"
"535","Roche Group","Genentech Inc",1812000,"2005","H4500"
"536","Roche Group","Hoffmann-La Roche",2977938,"2001","H4300"
"537","Cardinal Health","Cardinal Health",1280000,"2002","H4400"
"538","Novartis AG","Novartis AG",40000,"2002","H4300"
"539","Novartis AG","Novartis Pharmaceuticals",60000,"2016","H4300"
"540","Guidant Corp","Guidant Corp",480000,"2002","H4100"
"541","Zeneca Inc","Zeneca Inc",1020000,"1998","H4300"
"542","AdvaMed","AdvaMed",2360000,"2014","H4100"
"543","AdvaMed","AdvaMed",2900000,"2015","H4100"
"544","AdvaMed","AdvaMed",3900000,"2000","H4100"
"545","AdvaMed","AdvaMed",4880000,"2003","H4100"
"546","AdvaMed","AdvaMed",2377869,"2013","H4100"
"547","AmerisourceBergen Corp","AmerisourceBergen Specialty Group",320000,"2007","H4400"
"548","AmerisourceBergen Corp","AmerisourceBergen Specialty Group",20000,"2010","H4400"
"549","AmerisourceBergen Corp","PharMerica Corp",0,"2005","H4300"
"550","Boston Scientific Corp","Boston Scientific Corp",1600000,"2008","H4100"
"551","Cardinal Health","Cardinal Health",860000,"1999","H4400"
"552","Caremark Rx","Caremark Rx",160000,"2000","H4400"
"553","Invacare Corp","Invacare Corp",506000,"2004","H4100"
"554","Invacare Corp","Invacare Corp",650000,"2006","H4100"
"555","Invacare Corp","Invacare Corp",730000,"2007","H4100"
"556","Invacare Corp","Invacare Corp",370165,"2016","H4100"
"557","Warner-Lambert","Warner-Lambert",1980000,"1998","H4000"
"558","Baxter International","Baxter International",150000,"2015","H4100"
"559","Guidant Corp","Guidant Corp",140000,"1998","H4100"
"560","Thermo Fisher Scientific","Thermo Electron",40000,"1999","H4100"
"561","Thermo Fisher Scientific","Thermo Electron",210000,"2003","H4100"
"562","Abiomed Inc","Abiomed Inc",20000,"2004","H4100"
"563","Abiomed Inc","Abiomed Inc",120000,"2010","H4100"
"564","Allergan Inc","Allergan Inc",605000,"2006","H4300"
"565","Medline Industries","Medline Industries",0,"1999","H4100"
"566","McKesson Corp","McKesson Corp",1040000,"2007","H4400"
"567","McKesson Corp","McKesson Corp",1042461,"2009","H4400"
"568","Medline Industries","Medline Industries",30000,"2013","H4100"
"569","Medtronic Inc","Medtronic Inc",4194000,"2009","H4100"
"570","Novartis AG","Novartis Pharmaceuticals",20000,"2002","H4300"
"571","Pride Mobility Products","Pride Mobility Products",180000,"2006","H4100"
"572","AmerisourceBergen Corp","AmerisourceBergen Corp",1133400,"2009","H4400"
"573","Cardinal Health","Cardinal Health",2070000,"2014","H4400"
"574","Cardinal Health","Cardinal Health",2490000,"2015","H4400"
"575","Mallinckrodt Inc","Mallinckrodt Inc",1e+06,"2015","H4300"
"576","McKesson Corp","McKesson Corp",40000,"1998","H4400"
"577","Medtronic Inc","Medtronic Inc",5310000,"2014","H4100"
"578","Purdue Pharma","Purdue Pharma",474000,"2016","H4300"
"579","Roche Group","Hoffmann-La Roche",4425114,"2005","H4300"
"580","AdvaMed","AdvaMed",5260000,"2004","H4100"
"581","Boston Scientific Corp","Boston Scientific Corp",1560000,"2005","H4100"
"582","Boston Scientific Corp","Boston Scientific Corp",1640000,"2015","H4100"
"583","Caremark RX","Caremark Rx",435203,"2004","H4400"
"584","Amylin Pharmaceuticals","Amylin Pharmaceuticals",960000,"2010","H4300"
"585","Baxter International","Baxter Healthcare",1380000,"1999","H4100"
"586","American Orthotic & Prosthetic Assn","American Orthotic & Prosthetic Assn",120000,"2005","H4100"
"587","Pride Mobility Products","Pride Mobility Products",240000,"2012","H4100"
"588","Roche Group","Hoffmann-La Roche",2422095,"2000","H4300"
"589","Roche Group","Hoffmann-La Roche",3201693,"2003","H4300"
"590","Guidant Corp","Guidant Corp",480000,"2003","H4100"
"591","Allergan Inc","Allergan Inc",2e+05,"2002","H4300"
"592","Purdue Pharma","Purdue Pharma",710000,"2012","H4300"
"593","Roche Group","Genentech Inc",1040000,"1999","H4500"
"594","McKesson Corp","McKesson Corp",1790000,"2011","H4400"
"595","McKesson HBOC","McKesson HBOC",60000,"1999","H4400"
"596","McKesson HBOC","McKesson HBOC",80000,"2000","H4400"
"597","Novartis AG","Novartis Vaccines & Diagnostics",545000,"2007","H4300"
"598","Novartis AG","Sandoz",40000,"2005","H4300"
"599","Boston Scientific Corp","Boston Scientific Corp",940000,"2004","H4100"
"600","Boston Scientific Corp","Boston Scientific Corp",1460000,"2012","H4100"
"601","McKesson Corp","McKesson Corp",2e+05,"2003","H4400"
"602","McKesson Corp","McKesson Corp",1700000,"2013","H4400"
"603","Thermo Fisher Scientific","Thermo Electron",170000,"2004","H4100"
"604","Abiomed Inc","ABIOMED Inc",2e+05,"2006","H4100"
"605","Allergan Inc","Allergan Inc",282000,"2004","H4300"
"606","Allergan Inc","Inamed Corp",0,"2007","H4200"
"607","AmerisourceBergen Corp","AmerisourceBergen Corp",1047500,"2008","H4400"
"608","AmerisourceBergen Corp","AmerisourceBergen Corp",1206145,"2010","H4400"
"609","AmerisourceBergen Corp","AmerisourceBergen Corp",980000,"2016","H4400"
"610","Cardinal Health","Ball Memorial Hospital",20000,"2004","H4400"
"611","Cardinal Health","Cardinal Health",1380000,"2003","H4400"
"612","Express Scripts","Express Scripts",2053000,"2016","H4400"
"613","American Orthotic & Prosthetic Assn","American Orthotic & Prosthetic Assn",140000,"2006","H4100"
"614","Amylin Pharmaceuticals","Amylin Pharmaceuticals",1673000,"2008","H4300"
"615","Becton, Dickinson & Co","Becton, Dickinson & Co",890861,"2006","H4100"
"616","Becton, Dickinson & Co","Becton, Dickinson & Co",1266616,"2007","H4100"
"617","Becton, Dickinson & Co","Becton, Dickinson & Co",530000,"2009","H4100"
"618","Biotechnology Innovation Organization","Biotechnology Innovation Organization",6900000,"2016","H4500"
"619","Novartis AG","Alcon Laboratories",9e+05,"2010","H4000"
"620","Novartis AG","Novartis Corp",6498000,"2010","H4300"
"621","Novartis AG","Novartis Corp",6599136,"2011","H4300"
"622","Novartis AG","Novartis Corp",5753000,"2016","H4300"
"623","Purdue Pharma","Purdue Pharma",720000,"2015","H4300"
"624","Roche Group","Genentech Inc",1180000,"2003","H4500"
"625","Amylin Pharmaceuticals","Amylin Pharmaceuticals",790000,"2012","H4300"
"626","Biogen Idec","Biogen Idec",1700000,"2014","H4500"
"627","Boehringer Ingelheim Corp","Boehringer Ingelheim Corp",1676450,"2005","H4300"
"628","Consumer Healthcare Products Assn","Consumer Healthcare Products Assn",3563393,"2010","H4300"
"629","Covidien Ltd","Covidien Ltd",2480000,"2013","H4000"
"630","CR Bard Inc","CR Bard Inc",60000,"2001","H4100"
"631","CR Bard Inc","CR Bard Inc",120000,"2011","H4100"
"632","CSL Ltd","CSL Behring",680000,"2014","H4500"
"633","Purdue Pharma","Purdue Pharma",740000,"2013","H4300"
"634","PharMerica Corp","PharMerica Corp",80000,"2007","H4300"
"635","McKesson Corp","McKesson Automation Inc",60000,"2004","H4400"
"636","Novartis AG","Novartis Corp",6200000,"2014","H4300"
"637","Novartis AG","Novartis Vaccines & Diagnostics",180000,"2013","H4300"
"638","Allergan Inc","Allergan Inc",1550000,"2008","H4300"
"639","American Orthotic & Prosthetic Assn","American Orthotic & Prosthetic Assn",320000,"2013","H4100"
"640","Novartis AG","Novartis Corp",7102000,"2012","H4300"
"641","Novartis AG","Novartis Pharmaceuticals",0,"1999","H4300"
"642","Roche Group","Genentech Inc",1740000,"2004","H4500"
"643","Roche Group","Genentech Inc",1510000,"2006","H4500"
"644","Roche Group","Hoffmann-La Roche",6669044,"2006","H4300"
"645","American Orthotic & Prosthetic Assn","American Orthotic & Prosthetic Assn",320000,"2014","H4100"
"646","Biogen Idec","Biogen Idec",730000,"2008","H4500"
"647","Association of Medical Device Reprocessors","Association of Medical Device Reprocessors",120000,"2006","H4000"
"648","Becton, Dickinson & Co","Becton, Dickinson & Co",1028165,"2003","H4100"
"649","Becton, Dickinson & Co","Becton, Dickinson & Co",474991,"2005","H4100"
"650","McKesson Corp","McKesson Corp",745000,"2008","H4400"
"651","Medline Industries","Medline Industries",0,"2002","H4100"
"652","Roche Group","Genentech Inc",1040000,"2001","H4500"
"653","Convatec","Convatec",190000,"2012","H4400"
"654","American Orthotic & Prosthetic Assn","American Orthotic & Prosthetic Assn",225800,"2010","H4100"
"655","American Orthotic & Prosthetic Assn","American Orthotic & Prosthetic Assn",280000,"2011","H4100"
"656","Association of Medical Device Reprocessors","Association of Medical Device Reprocessors",60000,"2001","H4000"
"657","Association of Medical Device Reprocessors","Association of Medical Device Reprocessors",120000,"2008","H4000"
"658","Becton, Dickinson & Co","Becton, Dickinson & Co",620000,"1998","H4100"
"659","Biogen Idec","Biogen Idec",890000,"2005","H4500"
"660","Biotechnology Industry Organization","Biotechnology Industry Organization",5460000,"2006","H4500"
