level5_code,level5,kegg,level1_code,level1,level2_code,level2,level3_code,level3,level4_code,level4
A02AB04,Dihydroxialumini sodium carbonate,NA,A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02A,antacids,A02AB,aluminium compounds
A02AB04,Dihydroxialumini sodium carbonate,D03827  Dihydroxyaluminum sodium carbonate (USP),A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02A,antacids,A02AB,aluminium compounds
A02AB05,Aluminium acetoacetate,NA,A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02A,antacids,A02AB,aluminium compounds
A02AB05,Aluminium acetoacetate,C17688  Aluminum acetoacetate,A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02A,antacids,A02AB,aluminium compounds
A02AB06,Aloglutamol,NA,A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02A,antacids,A02AB,aluminium compounds
A02AB07,Aluminium glycinate,NA,A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02A,antacids,A02AB,aluminium compounds
A02AB07,Aluminium glycinate,D02012  Dihydroxyaluminum aminoacetate (JAN/USP),A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02A,antacids,A02AB,aluminium compounds
A02AB10,Combinations,NA,A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02A,antacids,A02AB,aluminium compounds
A02AC01,Calcium carbonate,NA,A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02A,antacids,A02AC,calcium compounds
A02AC01,Calcium carbonate,D00932  Calcium carbonate (USP),A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02A,antacids,A02AC,calcium compounds
A02AC02,Calcium silicate,NA,A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02A,antacids,A02AC,calcium compounds
A02AC02,Calcium silicate,D03309  Calcium silicate (NF),A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02A,antacids,A02AC,calcium compounds
A02AC10,Combinations,NA,A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02A,antacids,A02AC,calcium compounds
A02AD01,Ordinary salt combinations,NA,A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02A,antacids,A02AD,"combinations and complexes of aluminium, calcium and magnesium compounds"
A02AD02,Magaldrate,NA,A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02A,antacids,A02AD,"combinations and complexes of aluminium, calcium and magnesium compounds"
A02AD02,Magaldrate,D04832  Magaldrate (USP/INN),A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02A,antacids,A02AD,"combinations and complexes of aluminium, calcium and magnesium compounds"
A02AD03,Almagate,NA,A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02A,antacids,A02AD,"combinations and complexes of aluminium, calcium and magnesium compounds"
A02AD03,Almagate,D02821  Almagate (USAN/INN),A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02A,antacids,A02AD,"combinations and complexes of aluminium, calcium and magnesium compounds"
A02AD04,Hydrotalcite,NA,A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02A,antacids,A02AD,"combinations and complexes of aluminium, calcium and magnesium compounds"
A02AD04,Hydrotalcite,D03238  Hydrotalcite (JAN/INN),A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02A,antacids,A02AD,"combinations and complexes of aluminium, calcium and magnesium compounds"
A02AD05,Almasilate,NA,A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02A,antacids,A02AD,"combinations and complexes of aluminium, calcium and magnesium compounds"
A02AD05,Almasilate,D07419  Almasilate (INN),A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02A,antacids,A02AD,"combinations and complexes of aluminium, calcium and magnesium compounds"
A02AF01,Magaldrate and antiflatulents,NA,A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02A,antacids,A02AF,antacids with antiflatulents
A02AF02,Ordinary salt combinations and antiflatulents,NA,A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02A,antacids,A02AF,antacids with antiflatulents
A02BA01,Cimetidine [DG:DG00017],NA,A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BA,h2-receptor antagonists
A02BA01,Cimetidine [DG:DG00017],D00295  Cimetidine (JP17/USP/INN),A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BA,h2-receptor antagonists
A02BA01,Cimetidine [DG:DG00017],D03503  Cimetidine hydrochloride (USP),A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BA,h2-receptor antagonists
A02BA02,Ranitidine [DG:DG00018],NA,A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BA,h2-receptor antagonists
A02BA02,Ranitidine [DG:DG00018],D00422  Ranitidine (USAN/INN),A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BA,h2-receptor antagonists
A02BA02,Ranitidine [DG:DG00018],D00673  Ranitidine hydrochloride (JP17/USP),A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BA,h2-receptor antagonists
A02BA03,Famotidine,NA,A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BA,h2-receptor antagonists
A02BA03,Famotidine,D00318  Famotidine (JP17/USP/INN),A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BA,h2-receptor antagonists
A02BA04,Nizatidine,NA,A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BA,h2-receptor antagonists
A02BA04,Nizatidine,D00440  Nizatidine (JP17/USP/INN),A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BA,h2-receptor antagonists
A02BA05,Niperotidine,NA,A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BA,h2-receptor antagonists
A02BA05,Niperotidine,D07072  Niperotidine (INN),A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BA,h2-receptor antagonists
A02BA06,Roxatidine [DG:DG00019],NA,A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BA,h2-receptor antagonists
A02BA06,Roxatidine [DG:DG00019],D08494  Roxatidine (INN),A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BA,h2-receptor antagonists
A02BA06,Roxatidine [DG:DG00019],D01467  Roxatidine acetate hydrochloride (JP17/USAN),A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BA,h2-receptor antagonists
A02BA06,Roxatidine [DG:DG00019],D08495  Roxatidine acetate (BAN),A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BA,h2-receptor antagonists
A02BA07,Ranitidine bismuth citrate,NA,A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BA,h2-receptor antagonists
A02BA07,Ranitidine bismuth citrate,D05699  Ranitidine bismuth citrate (USAN),A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BA,h2-receptor antagonists
A02BA08,Lafutidine,NA,A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BA,h2-receptor antagonists
A02BA08,Lafutidine,D01131  Lafutidine (JP17/INN),A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BA,h2-receptor antagonists
A02BA51,"Cimetidine, combinations",NA,A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BA,h2-receptor antagonists
A02BA53,"Famotidine, combinations",NA,A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BA,h2-receptor antagonists
A02BA53,"Famotidine, combinations",D10259  Famotidine - calcium carbonate - magnesium hydroxide mixt,A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BA,h2-receptor antagonists
A02BB01,Misoprostol,NA,A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BB,prostaglandins
A02BB01,Misoprostol,D00419  Misoprostol (JAN/USAN/INN),A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BB,prostaglandins
A02BB02,Enprostil,NA,A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BB,prostaglandins
A02BB02,Enprostil,D01891  Enprostil (JAN/USAN/INN),A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BB,prostaglandins
A02BC01,Omeprazole [DG:DG00020],NA,A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BC,proton pump inhibitors
A02BC01,Omeprazole [DG:DG00020],D00455  Omeprazole (JP17/USP/INN),A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BC,proton pump inhibitors
A02BC01,Omeprazole [DG:DG00020],D01207  Omeprazole sodium (USAN),A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BC,proton pump inhibitors
A02BC01,Omeprazole [DG:DG00020],D05261  Omeprazole sodium injection (JAN),A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BC,proton pump inhibitors
A02BC01,Omeprazole [DG:DG00020],D05259  Omeprazole magnesium (USAN),A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BC,proton pump inhibitors
A02BC02,Pantoprazole [DG:DG00021],NA,A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BC,proton pump inhibitors
A02BC02,Pantoprazole [DG:DG00021],D05353  Pantoprazole (USAN/INN),A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BC,proton pump inhibitors
A02BC02,Pantoprazole [DG:DG00021],D02593  Pantoprazole sodium (USAN),A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BC,proton pump inhibitors
A02BC03,Lansoprazole,NA,A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BC,proton pump inhibitors
A02BC03,Lansoprazole,D00355  Lansoprazole (JP17/USP/INN),A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BC,proton pump inhibitors
A02BC04,Rabeprazole [DG:DG00022],NA,A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BC,proton pump inhibitors
A02BC04,Rabeprazole [DG:DG00022],D08463  Rabeprazole (INN),A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BC,proton pump inhibitors
A02BC04,Rabeprazole [DG:DG00022],D00724  Rabeprazole sodium (JP17/USAN),A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BC,proton pump inhibitors
A02BC05,Esomeprazole [DG:DG00023],NA,A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BC,proton pump inhibitors
A02BC05,Esomeprazole [DG:DG00023],D07917  Esomeprazole (INN),A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BC,proton pump inhibitors
A02BC05,Esomeprazole [DG:DG00023],D01984  Esomeprazole magnesium (USAN),A,alimentary tract and metabolism,A02,drugs for acid related disorders,A02B,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),A02BC,proton pump inhibitors
