A,B,C,D,E,F
ALIMENTARY TRACT AND METABOLISM,A01 STOMATOLOGICAL PREPARATIONS,A01A STOMATOLOGICAL PREPARATIONS,A01AC Corticosteroids for local oral treatment,A01AC03 Hydrocortisone [DG:DG00012],D06876  Hydrocortisone aceponate (INN)
ALIMENTARY TRACT AND METABOLISM,A01 STOMATOLOGICAL PREPARATIONS,A01A STOMATOLOGICAL PREPARATIONS,A01AC Corticosteroids for local oral treatment,A01AC03 Hydrocortisone [DG:DG00012],D09796  Hydrocortisone caproate (JAN)
ALIMENTARY TRACT AND METABOLISM,A01 STOMATOLOGICAL PREPARATIONS,A01A STOMATOLOGICAL PREPARATIONS,A01AC Corticosteroids for local oral treatment,"A01AC54 Prednisolone, combinations",
ALIMENTARY TRACT AND METABOLISM,A01 STOMATOLOGICAL PREPARATIONS,A01A STOMATOLOGICAL PREPARATIONS,A01AD Other agents for local oral treatment,,
ALIMENTARY TRACT AND METABOLISM,A01 STOMATOLOGICAL PREPARATIONS,A01A STOMATOLOGICAL PREPARATIONS,A01AD Other agents for local oral treatment,A01AD01 Epinephrine [DG:DG00013],
ALIMENTARY TRACT AND METABOLISM,A01 STOMATOLOGICAL PREPARATIONS,A01A STOMATOLOGICAL PREPARATIONS,A01AD Other agents for local oral treatment,A01AD01 Epinephrine [DG:DG00013],D00095  Epinephrine (USP/INN)
ALIMENTARY TRACT AND METABOLISM,A01 STOMATOLOGICAL PREPARATIONS,A01A STOMATOLOGICAL PREPARATIONS,A01AD Other agents for local oral treatment,A01AD01 Epinephrine [DG:DG00013],D00996  Epinephrine hydrochloride (JAN)
ALIMENTARY TRACT AND METABOLISM,A01 STOMATOLOGICAL PREPARATIONS,A01A STOMATOLOGICAL PREPARATIONS,A01AD Other agents for local oral treatment,A01AD01 Epinephrine [DG:DG00013],D02149  Epinephrine bitartrate (JAN/USP)
ALIMENTARY TRACT AND METABOLISM,A01 STOMATOLOGICAL PREPARATIONS,A01A STOMATOLOGICAL PREPARATIONS,A01AD Other agents for local oral treatment,A01AD02 Benzydamine [DG:DG00014],
ALIMENTARY TRACT AND METABOLISM,A01 STOMATOLOGICAL PREPARATIONS,A01A STOMATOLOGICAL PREPARATIONS,A01AD Other agents for local oral treatment,A01AD02 Benzydamine [DG:DG00014],D07516  Benzydamine (INN)
ALIMENTARY TRACT AND METABOLISM,A01 STOMATOLOGICAL PREPARATIONS,A01A STOMATOLOGICAL PREPARATIONS,A01AD Other agents for local oral treatment,A01AD02 Benzydamine [DG:DG00014],D01410  Benzydamine hydrochloride (JAN/USAN)
ALIMENTARY TRACT AND METABOLISM,A01 STOMATOLOGICAL PREPARATIONS,A01A STOMATOLOGICAL PREPARATIONS,A01AD Other agents for local oral treatment,A01AD02 Benzydamine [DG:DG00014],D07517  Benzydamine salicylate
ALIMENTARY TRACT AND METABOLISM,A01 STOMATOLOGICAL PREPARATIONS,A01A STOMATOLOGICAL PREPARATIONS,A01AD Other agents for local oral treatment,A01AD05 Acetylsalicylic acid [DG:DG00015],
ALIMENTARY TRACT AND METABOLISM,A01 STOMATOLOGICAL PREPARATIONS,A01A STOMATOLOGICAL PREPARATIONS,A01AD Other agents for local oral treatment,A01AD05 Acetylsalicylic acid [DG:DG00015],D00109  Aspirin (JP17/USP)
ALIMENTARY TRACT AND METABOLISM,A01 STOMATOLOGICAL PREPARATIONS,A01A STOMATOLOGICAL PREPARATIONS,A01AD Other agents for local oral treatment,A01AD05 Acetylsalicylic acid [DG:DG00015],D05181  Aspirin aluminum (JP17)
ALIMENTARY TRACT AND METABOLISM,A01 STOMATOLOGICAL PREPARATIONS,A01A STOMATOLOGICAL PREPARATIONS,A01AD Other agents for local oral treatment,A01AD05 Acetylsalicylic acid [DG:DG00015],D07579  Aspirin calcium salt
ALIMENTARY TRACT AND METABOLISM,A01 STOMATOLOGICAL PREPARATIONS,A01A STOMATOLOGICAL PREPARATIONS,A01AD Other agents for local oral treatment,A01AD05 Acetylsalicylic acid [DG:DG00015],D07580  Aspirin DL-lysine (JAN)
ALIMENTARY TRACT AND METABOLISM,A01 STOMATOLOGICAL PREPARATIONS,A01A STOMATOLOGICAL PREPARATIONS,A01AD Other agents for local oral treatment,A01AD05 Acetylsalicylic acid [DG:DG00015],D07581  Aspirin magnesium salt
ALIMENTARY TRACT AND METABOLISM,A01 STOMATOLOGICAL PREPARATIONS,A01A STOMATOLOGICAL PREPARATIONS,A01AD Other agents for local oral treatment,A01AD05 Acetylsalicylic acid [DG:DG00015],D07582  Aspirin sodium
ALIMENTARY TRACT AND METABOLISM,A01 STOMATOLOGICAL PREPARATIONS,A01A STOMATOLOGICAL PREPARATIONS,A01AD Other agents for local oral treatment,A01AD06 Adrenalone [DG:DG00016],
ALIMENTARY TRACT AND METABOLISM,A01 STOMATOLOGICAL PREPARATIONS,A01A STOMATOLOGICAL PREPARATIONS,A01AD Other agents for local oral treatment,A01AD06 Adrenalone [DG:DG00016],D02774  Adrenalone (USAN/INN)
ALIMENTARY TRACT AND METABOLISM,A01 STOMATOLOGICAL PREPARATIONS,A01A STOMATOLOGICAL PREPARATIONS,A01AD Other agents for local oral treatment,A01AD06 Adrenalone [DG:DG00016],D07560  Adrenalone hydrochloride
ALIMENTARY TRACT AND METABOLISM,A01 STOMATOLOGICAL PREPARATIONS,A01A STOMATOLOGICAL PREPARATIONS,A01AD Other agents for local oral treatment,A01AD07 Amlexanox,
ALIMENTARY TRACT AND METABOLISM,A01 STOMATOLOGICAL PREPARATIONS,A01A STOMATOLOGICAL PREPARATIONS,A01AD Other agents for local oral treatment,A01AD07 Amlexanox,D01828  Amlexanox (JP17/USAN/INN)
ALIMENTARY TRACT AND METABOLISM,A01 STOMATOLOGICAL PREPARATIONS,A01A STOMATOLOGICAL PREPARATIONS,A01AD Other agents for local oral treatment,A01AD08 Becaplermin,
ALIMENTARY TRACT AND METABOLISM,A01 STOMATOLOGICAL PREPARATIONS,A01A STOMATOLOGICAL PREPARATIONS,A01AD Other agents for local oral treatment,A01AD08 Becaplermin,D03065  Becaplermin (USAN/INN)
ALIMENTARY TRACT AND METABOLISM,A01 STOMATOLOGICAL PREPARATIONS,A01A STOMATOLOGICAL PREPARATIONS,A01AD Other agents for local oral treatment,A01AD11 Various,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,,,,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,,,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,A02AA Magnesium compounds,,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,A02AA Magnesium compounds,A02AA01 Magnesium carbonate,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,A02AA Magnesium compounds,A02AA01 Magnesium carbonate,D01446  Magnesium carbonate (JP17/USP)
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,A02AA Magnesium compounds,A02AA02 Magnesium oxide,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,A02AA Magnesium compounds,A02AA02 Magnesium oxide,D01167  Magnesium oxide (JP17/USP)
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,A02AA Magnesium compounds,A02AA03 Magnesium peroxide,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,A02AA Magnesium compounds,A02AA03 Magnesium peroxide,C17732  Magnesium peroxide
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,A02AA Magnesium compounds,A02AA04 Magnesium hydroxide,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,A02AA Magnesium compounds,A02AA04 Magnesium hydroxide,D00731  Magnesium hydroxide (JAN/USP)
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,A02AA Magnesium compounds,A02AA05 Magnesium silicate,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,A02AA Magnesium compounds,A02AA05 Magnesium silicate,D03271  Magnesium trisilicate (USP)
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,A02AA Magnesium compounds,A02AA05 Magnesium silicate,D04839  Magnesium silicate (JP17/NF)
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,A02AA Magnesium compounds,A02AA10 Combinations,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,A02AB Aluminium compounds,,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,A02AB Aluminium compounds,A02AB01 Aluminium hydroxide,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,A02AB Aluminium compounds,A02AB01 Aluminium hydroxide,D02416  Aluminum hydroxide (USP)
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,A02AB Aluminium compounds,A02AB02 Algeldrate,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,A02AB Aluminium compounds,A02AB02 Algeldrate,D02807  Algeldrate (USAN/INN)
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,A02AB Aluminium compounds,A02AB03 Aluminium phosphate,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,A02AB Aluminium compounds,A02AB03 Aluminium phosphate,D02862  Aluminum phosphate (USP)
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,A02AB Aluminium compounds,A02AB04 Dihydroxialumini sodium carbonate,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,A02AB Aluminium compounds,A02AB04 Dihydroxialumini sodium carbonate,D03827  Dihydroxyaluminum sodium carbonate (USP)
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,A02AB Aluminium compounds,A02AB05 Aluminium acetoacetate,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,A02AB Aluminium compounds,A02AB05 Aluminium acetoacetate,C17688  Aluminum acetoacetate
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,A02AB Aluminium compounds,A02AB06 Aloglutamol,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,A02AB Aluminium compounds,A02AB07 Aluminium glycinate,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,A02AB Aluminium compounds,A02AB07 Aluminium glycinate,D02012  Dihydroxyaluminum aminoacetate (JAN/USP)
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,A02AB Aluminium compounds,A02AB10 Combinations,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,A02AC Calcium compounds,,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,A02AC Calcium compounds,A02AC01 Calcium carbonate,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,A02AC Calcium compounds,A02AC01 Calcium carbonate,D00932  Calcium carbonate (USP)
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,A02AC Calcium compounds,A02AC02 Calcium silicate,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,A02AC Calcium compounds,A02AC02 Calcium silicate,D03309  Calcium silicate (NF)
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,A02AC Calcium compounds,A02AC10 Combinations,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,"A02AD Combinations and complexes of aluminium, calcium and magnesium compounds",,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,"A02AD Combinations and complexes of aluminium, calcium and magnesium compounds",A02AD01 Ordinary salt combinations,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,"A02AD Combinations and complexes of aluminium, calcium and magnesium compounds",A02AD02 Magaldrate,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,"A02AD Combinations and complexes of aluminium, calcium and magnesium compounds",A02AD02 Magaldrate,D04832  Magaldrate (USP/INN)
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,"A02AD Combinations and complexes of aluminium, calcium and magnesium compounds",A02AD03 Almagate,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,"A02AD Combinations and complexes of aluminium, calcium and magnesium compounds",A02AD03 Almagate,D02821  Almagate (USAN/INN)
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,"A02AD Combinations and complexes of aluminium, calcium and magnesium compounds",A02AD04 Hydrotalcite,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,"A02AD Combinations and complexes of aluminium, calcium and magnesium compounds",A02AD04 Hydrotalcite,D03238  Hydrotalcite (JAN/INN)
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,"A02AD Combinations and complexes of aluminium, calcium and magnesium compounds",A02AD05 Almasilate,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,"A02AD Combinations and complexes of aluminium, calcium and magnesium compounds",A02AD05 Almasilate,D07419  Almasilate (INN)
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,A02AF Antacids with antiflatulents,,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,A02AF Antacids with antiflatulents,A02AF01 Magaldrate and antiflatulents,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,A02AF Antacids with antiflatulents,A02AF02 Ordinary salt combinations and antiflatulents,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,A02AG Antacids with antispasmodics,,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,A02AH Antacids with sodium bicarbonate,,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02A ANTACIDS,"A02AX Antacids, other combinations",,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),,,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BA H2-receptor antagonists,,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BA H2-receptor antagonists,A02BA01 Cimetidine [DG:DG00017],
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BA H2-receptor antagonists,A02BA01 Cimetidine [DG:DG00017],D00295  Cimetidine (JP17/USP/INN)
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BA H2-receptor antagonists,A02BA01 Cimetidine [DG:DG00017],D03503  Cimetidine hydrochloride (USP)
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BA H2-receptor antagonists,A02BA02 Ranitidine [DG:DG00018],
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BA H2-receptor antagonists,A02BA02 Ranitidine [DG:DG00018],D00422  Ranitidine (USAN/INN)
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BA H2-receptor antagonists,A02BA02 Ranitidine [DG:DG00018],D00673  Ranitidine hydrochloride (JP17/USP)
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BA H2-receptor antagonists,A02BA03 Famotidine,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BA H2-receptor antagonists,A02BA03 Famotidine,D00318  Famotidine (JP17/USP/INN)
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BA H2-receptor antagonists,A02BA04 Nizatidine,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BA H2-receptor antagonists,A02BA04 Nizatidine,D00440  Nizatidine (JP17/USP/INN)
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BA H2-receptor antagonists,A02BA05 Niperotidine,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BA H2-receptor antagonists,A02BA05 Niperotidine,D07072  Niperotidine (INN)
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BA H2-receptor antagonists,A02BA06 Roxatidine [DG:DG00019],
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BA H2-receptor antagonists,A02BA06 Roxatidine [DG:DG00019],D08494  Roxatidine (INN)
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BA H2-receptor antagonists,A02BA06 Roxatidine [DG:DG00019],D01467  Roxatidine acetate hydrochloride (JP17/USAN)
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BA H2-receptor antagonists,A02BA06 Roxatidine [DG:DG00019],D08495  Roxatidine acetate (BAN)
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BA H2-receptor antagonists,A02BA07 Ranitidine bismuth citrate,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BA H2-receptor antagonists,A02BA07 Ranitidine bismuth citrate,D05699  Ranitidine bismuth citrate (USAN)
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BA H2-receptor antagonists,A02BA08 Lafutidine,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BA H2-receptor antagonists,A02BA08 Lafutidine,D01131  Lafutidine (JP17/INN)
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BA H2-receptor antagonists,"A02BA51 Cimetidine, combinations",
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BA H2-receptor antagonists,"A02BA53 Famotidine, combinations",
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BA H2-receptor antagonists,"A02BA53 Famotidine, combinations",D10259  Famotidine - calcium carbonate - magnesium hydroxide mixt
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BB Prostaglandins,,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BB Prostaglandins,A02BB01 Misoprostol,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BB Prostaglandins,A02BB01 Misoprostol,D00419  Misoprostol (JAN/USAN/INN)
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BB Prostaglandins,A02BB02 Enprostil,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BB Prostaglandins,A02BB02 Enprostil,D01891  Enprostil (JAN/USAN/INN)
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BC Proton pump inhibitors,,
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BC Proton pump inhibitors,A02BC01 Omeprazole [DG:DG00020],
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BC Proton pump inhibitors,A02BC01 Omeprazole [DG:DG00020],D00455  Omeprazole (JP17/USP/INN)
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BC Proton pump inhibitors,A02BC01 Omeprazole [DG:DG00020],D01207  Omeprazole sodium (USAN)
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BC Proton pump inhibitors,A02BC01 Omeprazole [DG:DG00020],D05261  Omeprazole sodium injection (JAN)
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BC Proton pump inhibitors,A02BC01 Omeprazole [DG:DG00020],D05259  Omeprazole magnesium (USAN)
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BC Proton pump inhibitors,A02BC02 Pantoprazole [DG:DG00021],
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BC Proton pump inhibitors,A02BC02 Pantoprazole [DG:DG00021],D05353  Pantoprazole (USAN/INN)
ALIMENTARY TRACT AND METABOLISM,A02 DRUGS FOR ACID RELATED DISORDERS,A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BC Proton pump inhibitors,A02BC02 Pantoprazole [DG:DG00021],D02593  Pantoprazole sodium (USAN)
