brand_name,generic_name
terbinex,terbinafine/hydroxy chitosan
terbutaline sulfate,terbutaline sulfate
terumo insulin syringe,"syring w-ndl,disp,insul,0.5 ml"
terumo insulin syringe,"syringe and needle,insulin,1ml"
terumo surguard,"syring w-ndl,disp,insul,0.5 ml"
terumo surguard,"syringe and needle,insulin,1ml"
tetanus-diphteria-decavac,tetanus and diphtheria tox/pf
tetanus diphtheria toxoids,"tetanus & diphtheria tox,adult"
tetanus toxoid adsorbed,"tetanus toxoid, adsorbed/pf"
tetracaine hcl,tetracaine hcl
tetracaine hcl,tetracaine hcl/pf
tetracycline hcl,tetracycline hcl
teveten,eprosartan mesylate
teveten hct,eprosartan/hydrochlorothiazide
thalitone,chlorthalidone
theo-24,theophylline anhydrous
theochron,theophylline anhydrous
theophylline,theophylline anhydrous
theophylline anhydrous,theophylline anhydrous
theracys,bcg live
therobec,b1/b2/b3/b5/b6/b12/vit c/fa
therobec plus,"multivits,therap w-fe,hematin"
thiamine hcl,thiamine hcl
thinpro insulin syringe,"syring w-ndl,disp,insul,0.3 ml"
thinpro insulin syringe,"syring w-ndl,disp,insul,0.5 ml"
thinpro insulin syringe,"syringe and needle,insulin,1ml"
thioridazine hcl,thioridazine hcl
thiothixene,thiothixene
thyroid,thyroid
thyrolar-1/2,liotrix
thyrolar-2,liotrix
tiagabine hcl,tiagabine hcl
tiazac,diltiazem hcl
ticlopidine hcl,ticlopidine hcl
tigan,trimethobenzamide hcl
tilia fe,norethindrone-e.estradiol-iron
timentin,ticarcillin/k clavulanate
timoptic ocudose,timolol maleate/pf
tis-u-sol,ringers solution
tivicay,dolutegravir sodium
tivorbex,"indomethacin, submicronized"
tizanidine hcl,tizanidine hcl
tl-assure + dha,prenatal vits #33/iron/fa/dha
tl-assure one,pnv#26/iron poly/fa/dha
tl-fol 500,ferrous sulfate/vit c/fa
tl-hem 150,"iron,carb/dss/b12if/fa/mv-mn"
tl-select,pnv80/iron fumarate/fa/dss/dha
tl 45% urea,urea
tl g-fol os,calcium/mag/d3/b12/fa/b6/boron
tl icon,fe fumarate/vit c/b12-if/fa
tobi,tobramycin in 0.225% nacl
tobradex,tobramycin/dexamethasone
tobradex st,tobramycin/dexamethasone
tobramycin-dexamethasone,tobramycin/dexamethasone
tobramycin sulfate in ns,tobramycin/sodium chloride
tofranil,imipramine hcl
tofranil-pm,imipramine pamoate
tolmetin sodium,tolmetin sodium
tolterodine tartrate,tolterodine tartrate
tolterodine tartrate er,tolterodine tartrate
topcare clickfine,"pen needle, diabetic"
topcare ultra comfort,"syring w-ndl,disp,insul,0.3 ml"
topcare ultra comfort,"syring w-ndl,disp,insul,0.5 ml"
topcare ultra comfort,"syringe and needle,insulin,1ml"
topisulf,sulfacetamide sodium/sulfur
topotecan hcl,topotecan hcl
toprol xl,metoprolol succinate
torsemide,torsemide
toujeo solostar,"insulin glargine,hum.rec.anlog"
toviaz,fesoterodine fumarate
tozal,"mv, min cmb#22/lut/om3/dha/epa"
tpn electrolytes,sodium/k+/mag/ca/chlor/acetate
tramadol hcl,tramadol hcl
tramadol hcl-acetaminophen,tramadol hcl/acetaminophen
tramadol hcl er,tramadol hcl
trandate,labetalol hcl
trandolapril-verapamil er,trandolapril/verapamil hcl
tranxene t-tab,clorazepate dipotassium
tranylcypromine sulfate,tranylcypromine sulfate
travasol,parenteral amino acid 10% no.6
travatan,travoprost (benzalkonium)
travoprost,travoprost (benzalkonium)
trazodone hcl,trazodone hcl
treagan otic,aa/antipyrn/bcaine/polico#1/al
treanda,bendamustine hcl
trelstar,triptorelin pamoate
trelstar depot,triptorelin pamoate
trelstar la,triptorelin pamoate
tretinoin microsphere,tretinoin microspheres
trexall,methotrexate sodium
trexbrom,brompheniramin/pe/carbetapent
treximet,sumatriptan succ/naproxen sod
trezix,dhcodeine bt/acetaminophn/caff
tri-estarylla,norgestimate-ethinyl estradiol
tri-legest fe,norethindrone-e.estradiol-iron
tri-linyah,norgestimate-ethinyl estradiol
tri-lo-sprintec,norgestimate-ethinyl estradiol
tri-luma,fluocinolone/tretinoin/h-quin
tri-norinyl,norethindrone-ethinyl estrad
tri-previfem,norgestimate-ethinyl estradiol
tri-sprintec,norgestimate-ethinyl estradiol
tri-vit with fluoride-iron,"fluoride/iron/vitamins a,c,d"
tri rx,pnv no.22/iron cbn&gluc/fa/dss
triadvance,prenatal vit 15/iron cb/fa/dss
triamcinolone acetonide,triamcinolone acetonide
triamterene-hctz,triamterene/hydrochlorothiazid
triamterene-hydrochlorothiazid,triamterene/hydrochlorothiazid
trianex,triamcinolone acetonide
tribenzor,olmesartan/amlodipin/hcthiazid
tricare,prenatal #103/iron fumarate/fa
tricare prenatal dha one,pnv#20/iron/fa/ds/fish/dha/epa
tricitrates,sod/pot/k & sod cit/c ac/sucro
tricitrates,sod/pot/k cit/sod cit/cit acid
tricon,fe fumarate/vit c/b12-if/fa
tricor,fenofibrate nanocrystallized
triderm,triamcinolone acetonide
triesence,triamcinolone acetonide/pf
trifluoperazine hcl,trifluoperazine hcl
trigels-f forte,iron fumarate/vit c/vit b12/fa
triglide,fenofibrate nanocrystallized
trihexyphenidyl hcl,trihexyphenidyl hcl
trihibit,dp(a)t ped/hib conj-tet/pf
trilipix,fenofibric acid (choline)
trilyte with flavor packets,sodium chloride/nahco3/kcl/peg
trimesis rx,pnv w-o iron/fa/calcium/b6/b12
trimethobenzamide hcl,trimethobenzamide hcl
trimipramine maleate,trimipramine maleate
trinatal gt,prenatal vit 16/iron cb/fa/dss
trinatal rx 1,"prenatal vit27,calcium/iron/fa"
trinatal ultra,prenatal vit 18/iron cb/fa/dss
trinate,prenatal vit no.73/iron/fa
trinessa,norgestimate-ethinyl estradiol
trioxin,chloroxylenol/benzoc/hydrocort
tripedia,"diph,pertuss(acell),tet ped/pf"
triphrocaps,b complex & c no.20/folic acid
triumeq,abacavir/dolutegravir/lamivudi
triveen-cf nac,acetyl/methyl-b12/lmefolate ca
triveen-duo dha,pnv53/iron b-g hcl-p/fa/omega3
triveen-prx rnf,pnv66/iron fumarate/fa/dss/dha
triveen-ten,"pnv no18/iron,carb/fa/ubi/dha"
trivora-28,levonorgestrel-ethin estradiol
trizivir,abacavir/lamivudine/zidovudine
trophamine,amino acids 10 %
trospium chloride,trospium chloride
trospium chloride er,trospium chloride
trueplus insulin syringe,"syring w-ndl,disp,insul,0.3 ml"
trueplus insulin syringe,"syring w-ndl,disp,insul,0.5 ml"
trueplus insulin syringe,"syringe and needle,insulin,1ml"
trumenba,"n.meningitidis b,lipid fhbp rc"
trusopt,dorzolamide hcl
truvada,emtricitabine/tenofovir
tussi-12,chlorpheniram-carbetapent tann
tussicaps,hydrocodone/chlorphen p-stirex
tussigon,hydrocodone bit/homatrop me-br
tussionex,hydrocodone/chlorphen p-stirex
twinrix,hepatitis a & b vaccine/pf
twynsta,telmisartan/amlodipine
tykerb,lapatinib ditosylate
tylenol-codeine no.3,acetaminophen with codeine
tylenol-codeine no.4,acetaminophen with codeine
tylox,oxycodone hcl/acetaminophen
typhim vi,typhoid vacc vi capsulr polys
tyvaso,treprostinil/neb accessories
tyvaso,treprostinil/nebulizer/accesor
tyzine,tetrahydrozoline hcl
u-cort,hydrocortisone acetate/urea
udamin,"multivitamins, min #28/fa/lyco"
udamin,fa/multivit-min/min aa chel
udamin sp,"mv, min cmb#9/fa/saw palmet xt"
ulticare,"pen needle, diabetic"
ulticare,"syr-nd,ins,0.3/container,empty"
ulticare,"syr-nd,ins,0.5/container,empty"
ulticare,"syr,ndl,insulin,1ml-sharps bin"
ulticare,"syring w-ndl,disp,insul,0.3 ml"
ulticare,"syring w-ndl,disp,insul,0.5 ml"
ulticare,"syringe and needle,insulin,1ml"
ultilet alcohol swab,alcohol antiseptic pads
ultilet insulin syringe,"syring w-ndl,disp,insul,0.3 ml"
ultilet insulin syringe,"syring w-ndl,disp,insul,0.5 ml"
ultilet insulin syringe,"syringe and needle,insulin,1ml"
ultimatecare one,pnv w-ca no.37/iron/fa/omega-3
ultimatecare one nf,"pnv,ca,no.35/iron/fa/ds/omeg-3"
ultra-thin ii,"pen needle, diabetic"
ultra-thin ii,"syring w-ndl,disp,insul,0.3 ml"
ultra-thin ii,"syring w-ndl,disp,insul,0.5 ml"
ultra-thin ii,"syringe and needle,insulin,1ml"
ultra comfort,"syr w-ndl,ins 0.3 ml half mark"
ultra comfort,"syring w-ndl,disp,insul,0.3 ml"
ultra comfort,"syring w-ndl,disp,insul,0.5 ml"
ultra comfort,"syringe and needle,insulin,1ml"
ultra comfort,"syringe w-ndl, disp., insulin"
ultracet,tramadol hcl/acetaminophen
ultracomfort,"pen needle, diabetic"
ultracomfort,"syr-nd,ins,0.5/container,empty"
ultracomfort,"syr,ndl,insulin,1ml-sharps bin"
ultracomfort,"syring w-ndl,disp,insul,0.5 ml"
ultracomfort,"syringe and needle,insulin,1ml"
ultram,tramadol hcl
ultram er,tramadol hcl
ultravate,halobetasol propionate
ultravate pac,halobetasol/ammonium lactate
ultravate x,halobetasol/lactic acid
ultresa,lipase/protease/amylase
umecta,urea
umecta pd,urea
unasyn,ampicillin sodium/sulbactam na
unifine pentips,"pen needle, diabetic"
unifine pentips plus,"pen needle, diabetic"
uniphyl,theophylline anhydrous
uniretic,moexipril/hydrochlorothiazide
univasc,moexipril hcl
ur n-c,mth/me blue/sod phos/phen/hyos
uramaxin,urea
uramaxin gt,urea
uramaxin gt,urea/emollient combination #65
uramit mb,mth/me blue/sod phos/phen/hyos
urea,urea
urea,urea/lactic ac/zn undecylenate
urea,urea/lactic acid/salicylic ac
urea 40,urea
urea 50,urea/lactic ac/zn undecylenate
urealac,urea
urecholine,bethanechol chloride
urelle,mth/me blue/sod phos/phen/hyos
uretron d-s,methen/m-blue/sal/na phos/hyos
uretron d-s,mth/me blue/sod phos/phen/hyos
uribel,mth/me blue/sod phos/phen/hyos
urin d.s.,mth/me blue/sod phos/phen/hyos
uro-blue,methen/sod phos/meth blue/hyos
uro-l,mth/me blue/sod phos/phen/hyos
urogesic-blue,methen/sod phos/meth blue/hyos
uroqid-acid no.2,methen mand/naphos m-b m-h
uroxatral,alfuzosin hcl
urso,ursodiol
urso forte,ursodiol
ursodiol,ursodiol
ustell,methen/m-blue/sal/na phos/hyos
uta,methen/m-blue/sal/na phos/hyos
utac,methen mand/naphos m-b m-h
utira-c,mth/me blue/sod phos/phen/hyos
utrona-c,mth/me blue/sod phos/phen/hyos
v-c forte,multivitamin-minerals no.7/fa
valacyclovir,valacyclovir hcl
valchlor,mechlorethamine hcl
valcyte,valganciclovir hcl
valganciclovir hcl,valganciclovir hcl
valproate sodium,valproic acid (as sodium salt)
valsartan-hydrochlorothiazide,valsartan/hydrochlorothiazide
valtrex,valacyclovir hcl
valturna,aliskiren/valsartan
vanatol lq,butalb/acetaminophen/caffeine
vancocin hcl,vancomycin hcl
vancomycin,"vancomycin in dextrose,iso-osm"
vancomycin-d5w,vancomycin hcl/d5w
vancomycin hcl,vancomycin hcl
vancomycin hcl,vancomycin hcl/d5w
vaniqa,eflornithine hcl
vanishpoint,"syring w-ndl,disp,insul,0.5 ml"
vanishpoint,"syringe and needle,insulin,1ml"
vanoxide-hc,benzoyl peroxide/hydrocortison
vantas,histrelin ac
vaqta,hepatitis a virus vaccine/pf
varivax vaccine,varicella vaccine live/pf
varubi,rolapitant hydrochloride
vascazen,omega-3s/dha/epa/fish oil
vascepa,icosapent ethyl
vasculera,diosmin complex no.1
vaseline petroleum,"petrolatum,white"
vaseretic,enalapril/hydrochlorothiazide
vasotec,enalapril maleate
vayacog,phospserin/omega-3/dha/epa
vazobid,brompheniramin/phenyleph tanns
vecamyl,mecamylamine hcl
veletri,epoprostenol sodium (arginine)
velivet,desogestrel-ethinyl estradiol
velphoro,sucroferric oxyhydroxide
veltin,clindamycin/tretinoin
vemavite-prx 2,pnv66/iron fumarate/fa/dss/dha
vena-bal dha,pnv81/sod iron edta& ps/fa/om3
venatal-fa,prenatal vit no.78/iron/fa
venlafaxine hcl,venlafaxine hcl
venlafaxine hcl er,venlafaxine hcl
venofer,iron sucrose complex
ventavis,iloprost tromethamine
ventolin hfa,albuterol sulfate
verapamil er,verapamil hcl
verapamil er pm,verapamil hcl
verapamil hcl,verapamil hcl
verapamil sr,verapamil hcl
verelan,verapamil hcl
verelan pm,verapamil hcl
veripred 20,prednisolone sod phosphate
vesicare,solifenacin succinate
vestura,ethinyl estradiol/drospirenone
vgo 20,"sub-q insulin device, 20 unit"
vgo 30,"sub-q insulin device, 30 unit"
vgo 40,"sub-q insulin device, 40 unit"
viagra,sildenafil citrate
vibativ,telavancin hcl
vibramycin,doxycycline calcium
vibramycin,doxycycline hyclate
vibramycin,doxycycline monohydrate
vica-forte,multivitamin-minerals no.7/fa
vicap forte,multivitamin-minerals no.7/fa
vicodin,hydrocodone/acetaminophen
vicodin es,hydrocodone/acetaminophen
vicodin hp,hydrocodone/acetaminophen
vicoprofen,hydrocodone/ibuprofen
viekira pak,ombita/paritap/riton/dasabuvir
vigamox,moxifloxacin hcl
viibryd,vilazodone hydrochloride
vimizim,elosulfase alfa
vimovo,naproxen/esomeprazole mag
vinacal,pnv no.22/iron cbn&gluc/fa/dss
vinate-m,pnv/ferrous fumarate/fa/se
vinate az,prenatal vit/iron bisglycin/fa
vinate az extra,pv w-o cal/fe bisgly/fa
vinate c,pv w-o vit a/fecbn-fefm/fa
vinate calcium,pnv no.4/iron cbn&gluc/fa/doss
vinate care,prenatal vit no.109/iron/fa
vinate gt,prenatal vit 16/iron cb/fa/dss
vinate ic,prenatal vits cmb w-o ca no.2
vinate ii,prenatal vit/iron bisglycin/fa
vinate one,"prenatal vit27,calcium/iron/fa"
vinate pn care,pnv7/fe asp gly/docusate/fa
vinate ultra,prenatal vit 18/iron cb/fa/dss
vinblastine sulfate,vinblastine sulfate
vincasar pfs,vincristine sulfate
vincristine sulfate,vincristine sulfate
vinorelbine tartrate,vinorelbine tartrate
viokace,lipase/protease/amylase
viorele,desog-e.estradiol/e.estradiol
viracept,nelfinavir mesylate
viread,tenofovir disoproxil fumarate
virt-advance,prenatal vit 15/iron cb/fa/dss
virt-c dha,pnv#16/iron fum & ps/fa/om-3
virt-caps,b complex & c no.20/folic acid
virt-nate,prenatal vit no.73/iron/fa
virt-phos 250 neutral,phosphorus #1
virt-pn,pnv w-ca #40/iron fum/fa cmb#1
virt-pn dha,pnv combo#47/iron/fa #1/dha
virt-pn plus,pnv with ca #68/iron/fa#1/dha
virt-select,pnv80/iron fumarate/fa/dss/dha
virt-vite,cyanocobalamin/fa/pyridoxine
virt-vite forte,cyanocobalamin/fa/pyridoxine
virt-vite gt,prenatal vit 16/iron cb/fa/dss
virt-vite plus,folic acid/b complex & c no.17
virt nate,prenatal vit no.73/iron/fa
virtprex,pnv66/iron fumarate/fa/dss/dha
visicol,na phos mono&dibasic/cellulose
vistaril,hydroxyzine pamoate
vit 3,om-3/dha/epa/b12/fa/b6/phytost
vita s forte,"multivit, iron, min #5, fa"
vitacirc-b,mecobal/levomefolat ca/b6 phos
vitafol,fe fumarate/cal/e/fa/multivit
vitafol-ob,prenatal vit comb.10/iron/fa
vitafol-ob+dha,prenat vit comb.10/iron/fa/dha
vitafol-one,pnv#26/iron poly/fa/dha
vitafol-pn,pnv with ca combo.11/iron/fa
vitafol nano,prenatal no.75/iron/folate #1
vitafol ultra,pnv#67/iron ps/fa cmb#1/dha
vital-d rx,b cmplx 4/vit d3/c/fa/zinc ox
vitamedmd one rx,prenatal no.25/iron/fa #6/dha
vitamedmd plus rx,prenatal no.39/iron/fa #6/dha
vitamedmd redichew rx,prenatal vit#42/fa cmb#6
vitamin d,ergocalciferol (vitamin d2)
vitamin d2,ergocalciferol (vitamin d2)
vitamin k1,phytonadione
vitaphil + dha,pnv cmb#20/iron bisgly/fa/dha
vitaspire,pnv comb.no.44/iron/folic acid
vituz,hydrocodone/chlorpheniramine
viva dha,pnv 11-iron fum-folic acid-om3
vivactil,protriptyline hcl
vivaglobin,"immune globulin,gamma(igg)"
vivitrol,naltrexone microspheres
vivotif berna,"typhoid vacc,live,attenuated"
vol-care rx,vit b cmplx 3/fa/vit c/biotin
vol-nate,prenatal vit no.73/iron/fa
vol-plus,pnv with ca#74/iron/folic acid
vol-tab rx,"prenatal vit #76/iron,carb/fa"
voltaren,diclofenac sodium
voltaren-xr,diclofenac sodium
vosol hc,acetic acid/hydrocortisone
vospire er,albuterol sulfate
votrient,pazopanib hcl
vp-ch-pnv,"pnv34/iron,carbonyl/fa/dss/dha"
vp-gstn,genistein/cit zn bisgly/vit d3
vp-heme ob,pnv#21/iron ps& heme polyp/fa
vp-heme one,pnv #19/iron ps&heme/folic/dha
vp-pnv-dha,prenatal no.52/iron/fa/dha
vp-zel,b3/azel ac/zinc/b6/copper/fa
vsl#3 ds,lactobac #2-s. therm-bifido #1
vusion,miconazole nitrate/zinc ox/pet
vyfemla,norethindrone-ethinyl estrad
vytorin,ezetimibe/simvastatin
vyvanse,lisdexamfetamine dimesylate
warfarin sodium,warfarin sodium
water,"water for irrigation,sterile"
webcol,alcohol antiseptic pads
welchol,colesevelam hcl
wellbutrin,bupropion hcl
wellbutrin sr,bupropion hcl
wellbutrin xl,bupropion hcl
wera,norethindrone-ethinyl estrad
winrho sdf,rho(d) immune globulin/maltose
wymzya fe,noreth-ethinyl estradiol/iron
x-viate,urea
xartemis xr,oxycodone hcl/acetaminophen
xeljanz,tofacitinib citrate
xeomin,incobotulinumtoxina
xerac ac,aluminum chloride
xerese,acyclovir/hydrocortisone
xiaflex,collagenase clostridium hist.
xibrom,bromfenac sodium
xigduo xr,dapagliflozin/metformin hcl
xodol 10-300,hydrocodone/acetaminophen
xodol 5-300,hydrocodone/acetaminophen
xodol 7.5-300,hydrocodone/acetaminophen
xolox,oxycodone hcl/acetaminophen
xopenex,levalbuterol hcl
xopenex concentrate,levalbuterol hcl
xopenex hfa,levalbuterol tartrate
xulane,norelgestromin/ethin.estradiol
xylocaine,lidocaine hcl
xylocaine-mpf,lidocaine hcl/pf
xylocaine-mpf with epinephrine,lidocaine hcl/epinephrine/pf
xylocaine viscous,lidocaine hcl
xylocaine with epinephrine,lidocaine hcl/epinephrine
xylon 10,hydrocodone/ibuprofen
xyrem,sodium oxybate
xyzal,levocetirizine dihydrochloride
yasmin 28,ethinyl estradiol/drospirenone
yaz,ethinyl estradiol/drospirenone
yf-vax,yellow fever vaccine live/pf
yodoxin,iodoquinol
z-tuss ac,chlorpheniramine/codeine phos
z-tuss dm,guaifenesin/d-methorphan hb/pe
zaltrap,ziv-aflibercept
zamicet,hydrocodone/acetaminophen
zanaflex,tizanidine hcl
zantac,ranitidine hcl
zantac,ranitidine in 0.45 % sodium cl
zantac 25,ranitidine hcl
zarah,ethinyl estradiol/drospirenone
zarxio,filgrastim-sndz
zatean-ch,"pnv69/iron,carbonyl/fa/dss/dha"
zatean-pn,pnv w-ca #40/iron fum/fa cmb#1
zatean-pn dha,pnv combo#47/iron/fa #1/dha
zatean-pn plus,pnv with ca #68/iron/fa#1/dha
zebeta,bisoprolol fumarate
zebutal,butalb/acetaminophen/caffeine
zegerid,omeprazole/sodium bicarbonate
zelapar,selegiline hcl
zemaira,alpha-1-proteinase inhibitor
zenchent,norethindrone-ethinyl estrad
zenchent fe,noreth-ethinyl estradiol/iron
zencia,sulfacetamide sodium/sulfur
zenpep,lipase/protease/amylase
zenzedi,dextroamphetamine sulfate
zeosa,noreth-ethinyl estradiol/iron
zerbaxa,ceftolozane/tazobactam
zerlor,dhcodeine bt/acetaminophn/caff
zestoretic,lisinopril/hydrochlorothiazide
zflex,acetaminophen/phenyltolx
zgesic,acetaminophen/phenyltolx
ziac,bisoprolol fumarate/hctz
ziagen,abacavir sulfate
ziana,clindamycin/tretinoin
zinacef,cefuroxime sodium
zinotic,chloroxylenol/glyc/pramox/zinc
zioptan,tafluprost/pf
ziprasidone hcl,ziprasidone hcl
zipsor,diclofenac potassium
zithranol,anthralin micronized
zithranol-rr,anthralin
zofran,ondansetron hcl
zofran,ondansetron hcl/pf
zohydro er,hydrocodone bitartrate
zoladex,goserelin acetate
zoloft,sertraline hcl
zolpidem tartrate,zolpidem tartrate
zolpidem tartrate er,zolpidem tartrate
zolpimist,zolpidem tartrate
zolvit,hydrocodone/acetaminophen
zonalon,doxepin hcl
zontivity,vorapaxar sulfate
zorvolex,diclofenac submicronized
zostavax,zoster vaccine live/pf
zosyn,"piperacillin-tazo-dextrose,iso"
zosyn,piperacillin sodium/tazobactam
zovia 1-35e,ethynodiol d-ethinyl estradiol
zovia 1-50e,ethynodiol d-ethinyl estradiol
zovirax,acyclovir
zubsolv,buprenorphine hcl/naloxone hcl
zutripro,hydrocodone/cpm/pseudoephed
zyban,bupropion hcl
zydone,hydrocodone/acetaminophen
zyflo,zileuton
zyflo cr,zileuton
zylet,tobramycin/lotepred etab
zyrtec-d,cetirizine hcl/pseudoephedrine
zytiga,abiraterone acetate
